date,open,high,low,close,adj_close,volume
2025-01-02,41.07156012939657,41.22592807397703,40.48303119055167,42.16999816894531,40.685638427734375,2.7553739585251836e6
2025-01-03,40.8882494266175,40.994378078806676,40.25148119390457,42.38999938964844,40.89789581298828,4.707358488659937e6
2025-01-06,41.03296737197721,41.988121562823444,40.926838719614054,42.939998626708984,41.42853546142578,5.133703871455892e6
2025-01-07,41.660088577172075,41.93023155689803,40.994377514095085,42.86000061035156,41.35135269165039,3.648779246792219e6
2025-01-08,40.93648798776303,41.148745288348245,40.56021635885072,42.41999816894531,40.92683792114258,5.313928515609684e6
2025-01-10,40.36725740485952,40.41549669895869,39.56647113720898,41.119998931884766,39.67259979248047,6.217368050184051e6
2025-01-13,39.605066540348695,40.31902065144129,39.4796414234495,41.72999954223633,40.261131286621094,5.6213145914594475e6
2025-01-14,40.66634445730598,41.45748061003266,40.531269289407035,42.88999938964844,41.38029479980469,6.178389732104898e6
2025-01-15,42.518761026547345,42.97221847432692,42.25826442976474,44.0,42.45122528076172,4.313140968582847e6
2025-01-16,42.07495388373182,42.306503961901285,41.41888919488146,43.27000045776367,41.74692153930664,4.947690334481151e6
2025-01-17,42.03636557323131,42.837151908807314,41.669740282219244,44.34000015258789,42.77926254272461,8.977856298943559e6
2025-01-21,43.36778464870861,43.715113429089904,42.38368766443558,44.86000061035156,43.28095245361328,7.325248039078962e6
2025-01-22,42.731018678911695,42.81785087854684,41.553960790617914,43.93000030517578,42.383689880371094,5.757736915796876e6
2025-01-23,42.788903578316535,42.885385843053406,42.15213535274153,43.849998474121094,42.30650329589844,5.641092422540764e6
2025-01-24,41.872346108737325,42.89503235498983,41.872346108737325,44.18000030517578,42.6248893737793,3.9906081079671565e6
2025-01-27,42.96257300565569,43.39673404675987,42.69242999360088,44.959999084472656,43.377437591552734,4.306387825456215e6
2025-01-28,43.32919096656571,43.50285535363987,42.95291935471232,44.779998779296875,43.203765869140625,4.278021962093595e6
2025-01-29,43.22306356190591,43.821238867654586,42.431927411599666,44.16999816894531,42.615238189697266,3.988485442140445e6
2025-01-30,42.943273486298644,43.203770092373816,42.48981970276533,44.4900016784668,42.923980712890625,2.654262955363928e6
2025-01-31,42.952920033155195,43.116934356637024,42.61523763943423,44.310001373291016,42.75031280517578,3.3075291766306367e6
2025-02-03,41.94952568661811,42.30650084440403,41.40923607666554,43.56999969482422,42.03635787963867,3.984722581931065e6
2025-02-04,41.87234429024666,42.605591070440255,41.87234429024666,43.869998931884766,42.32579803466797,2.7192902818606575e6
2025-02-05,42.605594946863796,42.67313069537806,42.06530527832743,43.97999954223633,42.43193054199219,3.3195894710190995e6
2025-02-06,42.750315502735305,42.77925834272383,42.34509734078513,44.29999923706055,42.740665435791016,3.4328569820801364e6
2025-02-07,42.75031517214685,42.75996155859436,42.171432613897686,44.040000915527344,42.48981857299805,3.0355520753200008e6
2025-02-10,42.73101721439551,42.73101721439551,41.75656659850695,43.33000183105469,41.8048095703125,3.919405751714545e6
2025-02-11,41.80481066240728,42.48016812026353,41.52501761248277,44.0,42.45122528076172,3.5467033921501855e6
2025-02-12,42.01706211129417,42.09424791986662,41.58290113912895,43.43000030517578,41.90128707885742,4.251297031703534e6
2025-02-13,41.8723484720033,42.20038083073964,41.689033998331,43.58000183105469,42.04601287841797,3.7756507545887535e6
2025-02-14,42.33544891933956,42.94327061241561,42.21002381804778,44.060001373291016,42.50911331176758,4.5121791861084765e6
2025-02-18,42.55735225968951,42.95292033249161,42.267912834784404,44.459999084472656,42.8950309753418,4.526844117875692e6
2025-02-19,42.595945119927805,42.88538454453033,42.364391371992596,44.349998474121094,42.788902282714844,2.8493454218556443e6
2025-02-20,42.77925898680017,42.81785189431403,41.71797979312464,43.61000061035156,42.074954986572266,3.3428411372888624e6
2025-02-21,42.325801789315165,42.38369115094805,41.25487252185141,42.880001068115234,41.37065124511719,4.56032304965823e6
2025-02-24,41.611855261704235,41.901294735899235,41.168044142154464,42.9900016784668,41.476783752441406,3.7245166258768854e6
2025-02-25,41.689031711740405,42.03636050551919,41.21628149386981,43.0099983215332,41.496070861816406,4.561480611110801e6
2025-02-26,41.53466420828317,41.98812165834932,41.17768902441307,42.83000183105469,41.322410583496094,3.733971202501544e6
2025-02-27,41.42853203576541,42.04600744569093,41.33205345818864,42.97999954223633,41.467124938964844,2.5896210152189382e6
2025-02-28,41.72762687136915,41.98812348077172,41.303115922947704,43.470001220703125,41.939884185791016,5.049477011715253e6
2025-03-03,42.1617821297364,42.75031101723381,41.13909228585386,43.04999923706055,41.53466033935547,4.533115100184762e6
2025-03-04,41.158393402526976,41.332057804765576,39.39281022033079,41.630001068115234,40.164649963378906,6.8720817059567645e6
2025-03-05,40.03922395196028,40.193591897088304,38.321880102358264,40.45000076293945,39.02618408203125,8.104710768338485e6
2025-03-06,38.70779766907776,38.784983480943765,38.01314376439416,39.86000061035156,38.45695114135742,4.734565816513639e6
2025-03-07,38.34117788686557,38.84287096563524,37.53074522669742,40.060001373291016,38.6499137878418,5.569986885440721e6
2025-03-10,38.03243706227751,38.59202316476929,37.48250102661332,39.279998779296875,37.89736557006836,6.713371869685354e6
2025-03-11,38.05173085595638,38.15785950110937,36.845730216348485,38.22999954223633,36.88432312011719,5.336022189983501e6
2025-03-12,37.347431497648,37.5693352008596,36.59488818411111,38.529998779296875,37.17376708984375,4.617535814394824e6
2025-03-13,37.26059669224595,37.45355754082525,36.13178180075341,37.47999954223633,36.16072463989258,5.093375129415235e6
2025-03-14,36.61418294958062,37.22200834886042,36.40192564307164,38.54999923706055,37.19306182861328,4.243192974307148e6
2025-03-17,36.94221170426338,37.7333478128902,36.81678660984543,38.9900016784668,37.61757278442383,5.647459677213422e6
2025-03-18,37.617577545497,37.79123826996504,37.23165582786914,38.88999938964844,37.521095275878906,3.264016956030439e6
2025-03-19,37.550040233737114,38.4280123748643,37.43426518408992,39.459999084472656,38.0710334777832,3.4854388933820124e6
2025-03-20,37.820180068455265,38.54378043833481,37.70440503979264,39.43000030517578,38.042083740234375,3.4487758428952303e6
2025-03-21,37.77194214145104,38.186806662903734,37.472852652834334,39.47999954223633,38.09032440185547,2.0265924529769473e7
2025-03-24,38.58237491646689,38.96829292123779,38.27363536005944,40.25,38.833221435546875,3.015291104410302e6
2025-03-25,38.91041029629274,39.064778246391754,38.640263623302786,40.16999816894531,38.756038665771484,2.432841213698648e6
2025-03-26,38.89111384247758,39.402456987101395,38.61132078279117,40.16999816894531,38.756038665771484,2.8331369860509513e6
2025-03-27,38.74639265417992,39.06477862457895,38.24469589139562,39.77000045776367,38.370121002197266,2.898164575102487e6
2025-03-28,38.341177356024815,38.64026318571712,37.241301583549976,38.810001373291016,37.443912506103516,2.640948674984954e6
2025-03-31,37.17116405705029,38.310847910691656,36.995828079567005,39.20000076293945,38.1842155456543,4.379495656938054e6
2025-04-01,37.86276848756904,38.28162628154494,37.35624269681104,38.93000030517578,37.92121505737305,3.089414968742608e6
2025-04-02,37.521839753941435,38.70048438557327,37.492618326729215,39.619998931884766,38.59333419799805,3.159549272574184e6
2025-04-03,36.684122348421454,36.83023690896545,34.43397966796012,35.470001220703125,34.550872802734375,6.85543062426384e6
2025-04-04,33.2066361496557,33.713161990703604,31.901359021222152,33.75,32.87544631958008,9.458679893244991e6
2025-04-07,32.15461902265963,34.58009795049873,31.414314335312227,34.06999969482422,33.18715286254883,8.377540124323078e6
