date,open,high,low,close,adj_close,volume
2024-01-02,39.39879337146581,40.92290886542482,39.362290300400225,44.7400016784668,40.83164596557617,2.9187233362433827e6
2024-01-03,41.144539215317316,41.319389652837465,40.9696922882862,44.529998779296875,40.9788932800293,3.126285651632207e6
2024-01-04,41.0433057372827,41.153738687636675,39.957406298888806,43.470001220703125,40.003421783447266,2.516709335661758e6
2024-01-05,39.892991471129214,40.30710628611962,39.56170312962571,43.61000061035156,40.132259368896484,1.8992193470840878e6
2024-01-08,40.06784041613261,40.5003571975717,40.00342294846107,43.93000030517578,40.42673873901367,1.8723478731391304e6
2024-01-09,40.39912991615435,41.282572430618444,40.04943260441246,44.79999923706055,41.22735595703125,3.225856607877469e6
2024-01-10,40.988097689057646,41.10772813389105,40.1506670227787,43.720001220703125,40.233489990234375,2.831804481728194e6
2024-01-11,40.21508314292126,40.28870160568821,39.84698029761976,43.459999084472656,39.99422073364258,2.7046253385258624e6
2024-01-12,40.251889438547025,40.417531838090746,39.76415269879061,43.41999816894531,39.95740509033203,1.7847396292064902e6
2024-01-16,40.05863988858086,40.08624988495665,39.69974153009702,43.540000915527344,40.06784439086914,2.5176299122549556e6
2024-01-17,39.92980072215942,40.88686525066866,39.8469777627598,44.119998931884766,40.601585388183594,2.6294404519084855e6
2024-01-18,40.32551741050707,40.472757864122535,39.97582001673684,43.709999084472656,40.22428894042969,2.173915345556074e6
2024-01-19,40.29790025721979,40.31630574786168,39.64452113663039,43.150001525878906,39.70893859863281,2.050416754644869e6
2024-01-22,39.66292704455784,39.78256099033315,39.304028717720634,43.16999816894531,39.72734451293945,1.6930825002323987e6
2024-01-23,39.68133436972907,40.88686785317095,39.68133436972907,44.25,40.721221923828125,2.8467124948964957e6
2024-01-24,40.684408347583215,41.024904686497585,40.50035693664087,44.119998931884766,40.601585388183594,2.7942578616788317e6
2024-01-25,40.61998960150792,40.9512814286765,40.27029228277568,44.2400016784668,40.71201705932617,1.8742803345120323e6
2024-01-26,40.85925855148084,40.99729447609064,40.702813624336684,44.5,40.9512825012207,1.63998383248147e6
2024-01-29,40.99729189094155,41.01569738182666,40.27949529886416,43.779998779296875,40.2886962890625,2.685851810595832e6
2024-01-30,40.343914993098636,41.13533359248904,40.09544611813965,44.68000030517578,41.11692810058594,2.1425342737227976e6
2024-01-31,41.13533650784721,41.47582935596462,40.81324564244846,44.630001068115234,41.070919036865234,2.446586214164775e6
2024-02-01,40.472752300532015,41.595462799072266,40.15986594079894,45.20000076293945,41.595462799072266,2.190755687346405e6
2024-02-02,41.61386467805161,41.834723553689024,40.92367454832978,44.81999969482422,41.24576187133789,2.0812453298385418e6
2024-02-05,41.20895659528011,41.273374068802404,40.16907251671207,43.720001220703125,40.233489990234375,2.2876585081009087e6
2024-02-06,40.21508151761053,41.14453607422357,40.12305405476004,44.36000061035156,40.82244873046875,2.9344125445406316e6
2024-02-07,41.04330498261138,41.04330498261138,39.88378710912372,43.630001068115234,40.15066146850586,2.0630243107162213e6
2024-02-08,39.97581590547776,40.343918756904046,39.57090557730002,43.099998474121094,39.66292953491211,2.2260014767658375e6
2024-02-09,39.51568315729732,39.53408864815121,38.39297629911717,41.9900016784668,38.64144515991211,2.7855152578981444e6
2024-02-12,38.44819085570171,39.12918000358387,38.26414296050685,42.470001220703125,39.083168029785156,2.204743378253406e6
2024-02-13,39.119976354273845,39.48807917365528,38.21812830832686,41.72999954223633,38.40217971801758,3.723621890667466e6
2024-02-14,38.12610774008282,38.20893070626468,37.04940917971871,40.91999816894531,37.656776428222656,4.7177722061443105e6
2024-02-15,37.91444535682694,38.12610324310685,37.619964514134146,41.279998779296875,37.98806381225586,2.360910382565724e6
2024-02-16,37.83162203070194,38.236532307825385,37.656771618600956,41.45000076293945,38.144508361816406,3.072174291223279e6
2024-02-20,38.42978310504689,39.26721361671529,38.337759162858944,42.15999984741211,38.79788589477539,3.254016248113123e6
2024-02-21,38.96353257528716,39.33163537234855,38.7334692047459,42.599998474121094,39.202796936035156,2.0734231206660427e6
2024-02-22,38.92672549132167,38.94513098406658,38.245739812204135,42.20000076293945,38.83470153808594,1.972839612611172e6
2024-02-23,38.75187578234874,39.23960901821719,38.56782437865677,42.45000076293945,39.064762115478516,1.4830805534465138e6
2024-02-26,38.9911425372238,39.1935994447302,38.70586617899797,42.18000030517578,38.8162956237793,2.7957303283985853e6
2024-02-27,38.81630081147565,39.046364233302555,38.65065486692113,42.2599983215332,38.88991928100586,2.529593335671257e6
2024-02-28,39.11997698990775,39.129181491310604,38.48500330217061,42.150001525878906,38.78868865966797,1.5816397813993015e6
2024-02-29,38.99113610730094,39.52488477162103,38.87150569121941,42.63999938964844,39.23960494995117,3.617240088756126e6
2024-03-01,39.4420662518879,39.48807822558371,39.073963441344276,42.869998931884766,39.45126724243164,2.4334263720163694e6
2024-03-04,39.27642813405297,39.865389939433186,39.1659986731665,43.279998779296875,39.82857894897461,3.522731157968663e6
