date,open,high,low,close,adj_close,volume
2024-01-02,144.27999877929688,144.39999389648438,137.42999267578125,138.5800018310547,138.5800018310547,6.4902e7
2024-01-03,135.7100067138672,137.42999267578125,133.74000549316406,135.32000732421875,135.32000732421875,6.19886e7
2024-01-04,134.3000030517578,137.6999969482422,134.0,136.00999450683594,136.00999450683594,5.86103e7
2024-01-05,136.77999877929688,141.00999450683594,136.44000244140625,138.5800018310547,138.5800018310547,6.96577e7
2024-01-08,140.36000061035156,147.14999389648438,140.14999389648438,146.17999267578125,146.17999267578125,7.17569e7
2024-01-09,145.9499969482422,149.86000061035156,145.0800018310547,149.25999450683594,149.25999450683594,6.78757e7
2024-01-10,150.07000732421875,150.8800048828125,146.64999389648438,148.5399932861328,148.5399932861328,5.69512e7
2024-01-11,148.52000427246094,150.3800048828125,143.69000244140625,148.02000427246094,148.02000427246094,6.27646e7
2024-01-12,148.0399932861328,148.75,145.0,146.55999755859375,146.55999755859375,4.82931e7
2024-01-16,150.36000061035156,159.72000122070312,149.97999572753906,158.74000549316406,158.74000549316406,1.127114e8
2024-01-17,158.4499969482422,160.63999938964844,154.39999389648438,160.1699981689453,160.1699981689453,1.04085e8
2024-01-18,166.1999969482422,168.60000610351562,158.22000122070312,162.6699981689453,162.6699981689453,1.318649e8
2024-01-19,165.8000030517578,174.25,162.1999969482422,174.22999572753906,174.22999572753906,1.403679e8
2024-01-22,174.38999938964844,174.72000122070312,164.14999389648438,168.17999267578125,168.17999267578125,1.229738e8
2024-01-23,166.5,169.6300048828125,164.27000427246094,168.4199981689453,168.4199981689453,7.68305e7
2024-01-24,172.5500030517578,180.5800018310547,170.55999755859375,178.2899932861328,178.2899932861328,1.255164e8
2024-01-25,183.41000366210938,184.9199981689453,177.6300048828125,180.3300018310547,180.3300018310547,1.271714e8
2024-01-26,175.2899932861328,181.22999572753906,174.14999389648438,177.25,177.25,1.073812e8
2024-01-29,178.77000427246094,178.88999938964844,174.39999389648438,177.8300018310547,177.8300018310547,8.93845e7
2024-01-30,176.1300048828125,178.47999572753906,169.52000427246094,172.05999755859375,172.05999755859375,1.222657e8
2024-01-31,165.74000549316406,171.3000030517578,162.55999755859375,167.69000244140625,167.69000244140625,1.331573e8
2024-02-01,169.27000427246094,171.13999938964844,165.86000061035156,170.47999572753906,170.47999572753906,9.15767e7
2024-02-02,173.7899932861328,179.0,173.0500030517578,177.66000366210938,177.66000366210938,8.21343e7
2024-02-05,179.08999633789062,180.00999450683594,171.11000061035156,174.22999572753906,174.22999572753906,7.63492e7
2024-02-06,173.14999389648438,173.8800048828125,165.5,167.8800048828125,167.8800048828125,6.88541e7
2024-02-07,169.47000122070312,172.97000122070312,168.1999969482422,170.94000244140625,170.94000244140625,5.36654e7
2024-02-08,170.3300018310547,172.1699981689453,168.60000610351562,169.35000610351562,169.35000610351562,4.33853e7
2024-02-09,171.0,175.10000610351562,168.66000366210938,172.47999572753906,172.47999572753906,5.63757e7
2024-02-12,172.67999267578125,177.41000366210938,170.6699981689453,171.91000366210938,171.91000366210938,5.81771e7
2024-02-13,167.94000244140625,173.1699981689453,164.3000030517578,171.5399932861328,171.5399932861328,6.30713e7
2024-02-14,173.47000122070312,178.74000549316406,172.8800048828125,178.6999969482422,178.6999969482422,5.74025e7
2024-02-15,179.13999938964844,180.5,175.25999450683594,176.75999450683594,176.75999450683594,5.11264e7
2024-02-16,177.4499969482422,180.3300018310547,173.25,173.8699951171875,173.8699951171875,5.39403e7
2024-02-20,171.13999938964844,171.80999755859375,162.0,165.69000244140625,165.69000244140625,6.655e7
2024-02-21,162.74000549316406,164.89999389648438,161.80999755859375,164.2899932861328,164.2899932861328,4.83657e7
2024-02-22,173.1999969482422,183.8300018310547,172.0,181.86000061035156,181.86000061035156,1.006847e8
2024-02-23,181.86000061035156,183.8000030517578,174.5500030517578,176.52000427246094,176.52000427246094,6.92074e7
2024-02-26,178.77999877929688,179.83999633789062,174.80999755859375,176.00999450683594,176.00999450683594,4.54351e7
2024-02-27,175.9199981689453,178.4600067138672,172.49000549316406,178.0,178.0,4.36652e7
2024-02-28,176.25,176.83999633789062,173.58999633789062,176.5399932861328,176.5399932861328,3.59144e7
2024-02-29,179.82000732421875,193.0,179.82000732421875,192.52999877929688,192.52999877929688,1.055385e8
2024-03-01,197.91000366210938,202.72000122070312,195.4199981689453,202.63999938964844,202.63999938964844,1.038208e8
