ticker,drift,t,lower_bound_drift,upper_bound_drift,volatility
PNR,0.004266031896757282,1.96,0.0030729054999417546,0.00545915829357281,0.28690583307986933
PNW,0.020809588747402817,1.96,0.01961646235058729,0.022002715144218345,0.1940616965495831
POOL,0.21040314115805286,1.96,0.20921001476123735,0.21159626755486838,0.25548520309140166
PPG,0.03207574271389507,1.96,0.030882616317079545,0.0332688691107106,0.378328473306915
PPL,-0.02463539514182729,1.96,-0.025828521538642818,-0.023442268745011763,0.1969105570738709
PRU,0.020013567290317988,1.96,0.01882044089350246,0.021206693687133515,0.2826926131275035
PSA,0.05197419198645475,1.96,0.05078106558963922,0.053167318383270275,0.1949274315860907
PSX,0.033729631089734896,1.96,0.03253650469291937,0.034922757486550424,0.29786291914527724
PTC,0.16542178112463657,1.96,0.16422865472782106,0.16661490752145208,0.27946140005996345
PVH,-0.029627835302949324,1.96,-0.03082096169976485,-0.028434708906133796,0.4076301773341699
PWR,0.22983182515757086,1.96,0.22863869876075535,0.23102495155438638,0.29506599719204396
QCOM,0.1059620774282612,1.96,0.10476895103144568,0.10715520382507673,0.30453042576945305
QQQ,0.16303183849600203,1.96,0.16183871209918652,0.16422496489281754,0.16714470313801283
RCL,0.02737384628874554,1.96,0.026180719891930014,0.02856697268556107,0.46188197793312674
REG,-0.00026903155701603733,1.96,-0.0014621579538315647,0.00092409483979949,0.2521178633617397
RF,0.08141935923423069,1.96,0.08022623283741516,0.08261248563104621,0.3111715767275814
RHI,0.061194643263203743,1.96,0.060001516866388216,0.06238776966001927,0.2720850724059997
RJF,0.1311697055426492,1.96,0.1299765791458337,0.13236283193946471,0.27071254508128456
RL,0.005931605105363967,1.96,0.0047384787085484395,0.007124731502179495,0.3381914560822219
RMD,0.170050719626852,1.96,0.1688575932300365,0.17124384602366752,0.2772404512112458
ROK,0.10600564660502503,1.96,0.1048125202082095,0.10719877300184055,0.2657815748026103
ROL,0.16292066385855933,1.96,0.16172753746174381,0.16411379025537484,0.2136099236325842
ROP,0.13710434364028387,1.96,0.13591121724346836,0.13829747003709938,0.19229537678703643
ROST,0.11644738537840396,1.96,0.11525425898158843,0.11764051177521949,0.27561229578221574
RSG,0.16097544177604373,1.96,0.1597823153792282,0.16216856817285924,0.15441581496997075
SBAC,0.11197486558810735,1.96,0.11078173919129182,0.11316799198492287,0.2359649834331438
SBUX,0.0898326869104007,1.96,0.08863956051358517,0.09102581330721622,0.24035758810700641
SCHW,0.09903413226581158,1.96,0.09784100586899605,0.1002272586626271,0.303318103228887
SEE,0.0034206446919463423,1.96,0.002227518295130815,0.004613771088761869,0.27454819779847284
SHW,0.1556106003325544,1.96,0.15441747393573887,0.1568037267293699,0.2291654511263608
SJM,0.015914438799307307,1.96,0.01472131240249178,0.017107565196122835,0.20579945313285009
SLB,-0.09382542309153574,1.96,-0.09501854948835127,-0.09263229669472021,0.34911520193749496
SLV,0.043017211910350364,1.96,0.04182408551353484,0.04421033830716589,0.24549890099158575
SNA,0.07295157200075117,1.96,0.07175844560393564,0.0741446983975667,0.23498045916832336
SNPS,0.27814260859874784,1.96,0.27694948220193233,0.27933573499556336,0.2510280951739928
SO,0.05824188133435828,1.96,0.05704875493754275,0.05943500773117381,0.17903742002375872
SPG,-0.047389312557882056,1.96,-0.048582438954697583,-0.04619618616106653,0.31386641249809066
SPY,0.10314454826808074,1.96,0.10195142187126521,0.10433767466489627,0.13509641619537593
SPYG,0.12571965182328673,1.96,0.1245265254264712,0.12691277822010225,0.1679095575334898
SRE,0.04807090436731323,1.96,0.046877777970497705,0.04926403076412876,0.2015464409582846
STE,0.1574445783751483,1.96,0.1562514519783328,0.15863770477196382,0.21821548624262668
STT,0.007885817418706257,1.96,0.006692691021890729,0.009078943815521785,0.2811949693928323
STX,0.07136548048615746,1.96,0.07017235408934193,0.07255860688297298,0.359423093027777
STZ,0.08688512239687189,1.96,0.08569199600005636,0.08807824879368742,0.22586708999104949
SWK,0.002691388775407261,1.96,0.0014982623785917335,0.003884515172222788,0.292089668899668
SWKS,0.06522787190965461,1.96,0.06403474551283908,0.06642099830647014,0.33145907404261404
SYK,0.13705186775051784,1.96,0.13585874135370232,0.13824499414733335,0.22300354754042329
SYY,0.07584716897957672,1.96,0.07465404258276119,0.07704029537639225,0.267417768990985
T,-0.07775613699349568,1.96,-0.0789492633903112,-0.07656301059668015,0.20732887316294896
TAP,-0.04820225974561319,1.96,-0.049395386142428714,-0.04700913334879766,0.2543571928998077
TDG,0.17904062379282065,1.96,0.17784749739600514,0.18023375018963617,0.3056562154040758
TDY,0.1815420236930541,1.96,0.1803488972962386,0.18273515008986962,0.23298584508095058
TECH,0.1598125040309275,1.96,0.158619377634112,0.16100563042774302,0.6538350686346469
TEL,0.09494304187827189,1.96,0.09374991548145636,0.09613616827508742,0.2325938970868565
TER,0.21624392953741267,1.96,0.21505080314059716,0.21743705593422819,0.3403045359193727
TFX,0.08288308251653793,1.96,0.0816899561197224,0.08407620891335346,0.2526630773260008
TGT,0.11495281440202099,1.96,0.11375968800520546,0.11614594079883651,0.2885751853735877
TJX,0.1190818343051053,1.96,0.11788870790828977,0.12027496070192083,0.2363284569118335
TMO,0.18305220690561136,1.96,0.18185908050879585,0.18424533330242687,0.21388757939186373
TMUS,0.18028337763963256,1.96,0.17909025124281705,0.18147650403644808,0.22779504386048297
TRMB,0.0970172063107446,1.96,0.09582407991392908,0.09821033270756013,0.30937071614200123
TROW,0.06042845593654488,1.96,0.059235329539729355,0.06162158233336041,0.24897738426088262
TRV,0.07272228884533996,1.96,0.07152916244852443,0.07391541524215549,0.19714573266961494
TSCO,0.14427847304166927,1.96,0.14308534664485376,0.14547159943848478,0.2513097687704775
TSLA,0.35685203385767933,1.96,0.3556589074608638,0.35804516025449484,0.49054615730205436
TSN,0.034567415248276195,1.96,0.03337428885146067,0.03576054164509172,0.2589294857677704
TTWO,0.19454047511866557,1.96,0.19334734872185005,0.19573360151548108,0.2931510637351058
TXN,0.14771248302484205,1.96,0.14651935662802654,0.14890560942165756,0.22765277789140106
TXT,0.07086188732865856,1.96,0.06966876093184303,0.07205501372547408,0.29130657170738433
TYL,0.16261965569536163,1.96,0.16142652929854612,0.16381278209217714,0.2530700684741619
UA,-0.23423037875589156,1.96,-0.23542350515270707,-0.23303725235907605,0.5236939849004666
UAL,-0.021947956613664457,1.96,-0.023141083010479985,-0.02075483021684893,0.4442236409015388
UDR,0.03575741318414722,1.96,0.03456428678733169,0.03695053958096275,0.21145223912239886
UHS,0.03831653226204545,1.96,0.03712340586522992,0.039509658658860976,0.29475309392292176
ULTA,0.125269397733312,1.96,0.12407627133649647,0.1264625241301275,0.33052859055457245
UNG,-0.24211208281325966,1.96,-0.24330520921007517,-0.24091895641644415,0.469279709755366
UNH,0.1898196664113193,1.96,0.1886265400145038,0.19101279280813482,0.2235799696513344
UNP,0.09288630718445964,1.96,0.09169318078764412,0.09407943358127517,0.3056116098513055
UPS,0.06044925393298531,1.96,0.05925612753616978,0.061642380329800836,0.22089193009463273
URI,0.20724195575237817,1.96,0.20604882935556265,0.20843508214919368,0.3878035234876788
USB,-0.0013651404423912575,1.96,-0.002558266839206785,-0.0001720140455757301,0.25117236931008197
V,0.1625550751515227,1.96,0.1613619487547072,0.16374820154833822,0.20726105109011891
VFC,-0.11159470025109754,1.96,-0.11278782664791306,-0.11040157385428201,0.336869060928946
VLO,0.08537544147090168,1.96,0.08418231507408615,0.0865685678677172,0.34226759700655696
VMC,0.11234263723174663,1.96,0.1111495108349311,0.11353576362856216,0.26799568914465755
VNO,-0.16181283693859888,1.96,-0.1630059633354144,-0.16061971054178337,0.3298922671064645
VRSK,0.14720258564817262,1.96,0.1460094592513571,0.14839571204498814,0.19616313989098055
VRSN,0.1384932678963016,1.96,0.13730014149948608,0.1396863942931171,0.22120728507013862
VTR,-0.033833460475967046,1.96,-0.035026586872782574,-0.03264033407915152,0.319558088712544
VZ,-0.016750568152116743,1.96,-0.01794369454893227,-0.015557441755301216,0.16832924856393705
WAB,0.04140453058529085,1.96,0.040211404188475325,0.04259765698210638,0.2769133428785257
WAT,0.11672968483316296,1.96,0.11553655843634743,0.11792281122997848,0.24903975090654779
WDC,-0.05453372708090595,1.96,-0.05572685347772148,-0.053340600684090425,0.3994555032954185
WEC,0.07395474742909443,1.96,0.0727616210322789,0.07514787382590996,0.18698055738344416
WFC,-0.013890779060143235,1.96,-0.015083905456958762,-0.012697652663327707,0.26524964338344476
WHR,-0.023065988576369958,1.96,-0.024259114973185485,-0.02187286217955443,0.3128621434397327
WM,0.15050248205334169,1.96,0.14930935565652617,0.1516956084501572,0.16040694335202127
WMB,-0.012399255290921925,1.96,-0.013592381687737453,-0.011206128894106398,0.3550734521572502
WMT,0.10530135268389682,1.96,0.10410822628708129,0.10649447908071234,0.18027197308760537
WRB,0.13894137130684128,1.96,0.13774824491002577,0.1401344977036568,0.20043495220943033
WST,0.22826612336457472,1.96,0.2270729969677592,0.22945924976139023,0.2656612849335695
WU,-0.03305307943610622,1.96,-0.03424620583292175,-0.03185995303929069,0.2343927462975562
WY,0.003050644340166598,1.96,0.0018575179433510706,0.0042437707369821255,0.2598832360659729
WYNN,-0.04947686802257794,1.96,-0.05066999441939347,-0.04828374162576241,0.43874727777489336
XEL,0.07571712668669311,1.96,0.07452400028987759,0.07691025308350864,0.17871135585681205
XOM,0.006321129313411147,1.96,0.005128002916595619,0.007514255710226674,0.2401047881053965
XRAY,-0.05378810210078013,1.96,-0.05498122849759566,-0.052594975703964604,0.2778801201554204
XYL,0.1301321184067624,1.96,0.12893899200994688,0.1313252448035779,0.23258018537384786
YUM,0.06641233640516624,1.96,0.06521921000835071,0.06760546280198176,0.23300592807528903
ZBRA,0.18935069896791457,1.96,0.18815757257109905,0.19054382536473008,0.33915126535545936
ZION,0.04868709274195638,1.96,0.04749396634514085,0.04988021913877191,0.3465273535600696
ZTS,0.18422257157129396,1.96,0.18302944517447844,0.18541569796810947,0.22343048774244084
