ticker,drift,t,lower_bound_drift,upper_bound_drift,volatility
EMR,0.0644198406382099,1.96,0.06322671424139437,0.06561296703502542,0.24022301655972958
ENPH,0.462443182355154,1.96,0.4612500559583385,0.46363630875196954,0.7195746771444539
EOG,0.013584582235556907,1.96,0.01239145583874138,0.014777708632372434,0.41265175135813853
EQIX,0.13660454837504404,1.96,0.13541142197822853,0.13779767477185956,0.22611248694650085
EQR,0.0016944495790854612,1.96,0.0005013231822699339,0.0028875759759009884,0.21354266703199012
ESS,0.0279481944671378,1.96,0.026755068070322272,0.029141320863953327,0.21349630787201093
ETN,0.14630082492532553,1.96,0.14510769852851002,0.14749395132214105,0.2509433490584892
ETR,0.05176390582640806,1.96,0.05057077942959253,0.05295703222322359,0.20135601110180076
EW,0.17135865893843003,1.96,0.1701655325416145,0.17255178533524554,0.2942497583176923
EXC,0.025009699107647394,1.96,0.023816572710831867,0.026202825504462922,0.2243259666746812
EXPD,0.11462813880812135,1.96,0.11343501241130582,0.11582126520493688,0.20718429704585506
EXPE,0.031188410673420642,1.96,0.029995284276605114,0.032381537070236166,0.37600820751634967
EXR,0.1099554103927058,1.96,0.10876228399589027,0.11114853678952133,0.22607452469749925
F,-0.01843599791478546,1.96,-0.019629124311600986,-0.01724287151796993,0.3212726519570094
FANG,0.06838932268308458,1.96,0.06719619628626905,0.0695824490799001,0.4645276043848002
FAST,0.12898321784665126,1.96,0.12779009144983575,0.13017634424346677,0.22851738660439128
FCX,0.10043496177136439,1.96,0.09924183537454886,0.10162808816817992,0.4810835588044661
FDX,0.048797774750853444,1.96,0.047604648354037916,0.04999090114766897,0.2729442405518352
FE,0.02051110630248197,1.96,0.019317979905666444,0.0217042326992975,0.22430826636779383
FFIV,0.05168180249569996,1.96,0.05048867609888443,0.05287492889251549,0.25913995254550193
FIS,0.027014501808634166,1.96,0.02582137541181864,0.028207628205449694,0.2502015820559539
FITB,0.06389498626506956,1.96,0.06270185986825404,0.06508811266188509,0.3122732150886632
FMC,0.0491118955626812,1.96,0.047918769165865675,0.05030502195949673,0.2989083898283817
FOX,0.003690844045830044,1.96,0.0024977176490145166,0.004883970442645572,0.26061994833787
FOXA,0.011068707766079303,1.96,0.009875581369263775,0.01226183416289483,0.26660315299130977
FRT,-0.03278105061482877,1.96,-0.0339741770116443,-0.03158792421801324,0.24515387036861522
FTNT,0.2976862982929139,1.96,0.29649317189609836,0.2988794246897294,0.3474629518973655
GD,0.0668851337741458,1.96,0.06569200737733027,0.06807826017096133,0.19781937376553743
GE,-0.05673882070355174,1.96,-0.05793194710036727,-0.05554569430673621,0.309508490803877
GILD,-0.02467165789439487,1.96,-0.025864784291210398,-0.023478531497579343,0.23648609520861652
GIS,0.0299745276993086,1.96,0.028781401302493074,0.03116765409612413,0.1846851267883402
GLD,0.06292122917877868,1.96,0.061728102781963154,0.06411435557559421,0.1292197323700354
GLW,0.06510351459953428,1.96,0.06391038820271876,0.06629664099634981,0.25452032852937245
GM,0.024455836689585175,1.96,0.023262710292769648,0.025648963086400703,0.3213135740615187
GNRC,0.18665164923212904,1.96,0.18545852283531353,0.18784477562894455,0.38529798124216574
GOOG,0.17376324660029974,1.96,0.17257012020348422,0.17495637299711525,0.31374960016865244
GPC,0.05638708487117484,1.96,0.05519395847435931,0.057580211267990365,0.23478878172791107
GPN,0.10958064580407345,1.96,0.10838751940725792,0.11077377220088898,0.28396604963573296
GRMN,0.12752977291792092,1.96,0.1263366465211054,0.12872289931473643,0.24892035028639564
GS,0.09105696245327896,1.96,0.08986383605646343,0.09225008885009449,0.24552839522966804
GWW,0.14162026081976853,1.96,0.14042713442295301,0.14281338721658404,0.24253854956170706
HAL,-0.06042720917660942,1.96,-0.061620335573424945,-0.05923408277979389,0.4116489150555636
HAS,-0.003882894530478573,1.96,-0.0050760209272941005,-0.0026897681336630454,0.28604516095040206
HBAN,0.027660404416716012,1.96,0.026467278019900484,0.02885353081353154,0.297660742858682
HBI,-0.1642576258437454,1.96,-0.1654507522405609,-0.16306449944692988,0.7089130179317088
HCA,0.17127599720627576,1.96,0.17008287080946025,0.17246912360309127,0.30241612736920975
HD,0.1420952703012181,1.96,0.1409021439044026,0.14328839669803362,0.2078176986363754
HES,0.08028481130632695,1.96,0.07909168490951142,0.08147793770314248,0.39513439879426565
HIG,0.08161639459676798,1.96,0.08042326819995245,0.0828095209935835,0.25451266255252747
HII,0.06860051075996806,1.96,0.06740738436315254,0.06979363715678359,0.25821132891349646
HLT,0.10669808206638262,1.96,0.1055049556695671,0.10789120846319815,0.291536204712578
HOLX,0.11259953607205127,1.96,0.11140640967523574,0.1137926624688668,0.23952224397758437
HON,0.08400814094009616,1.96,0.08281501454328064,0.08520126733691169,0.20080828336156714
HPQ,0.03329245491347001,1.96,0.03209932851665448,0.034485581310285535,0.3632265016337581
HRL,0.03543298902093155,1.96,0.034239862624116026,0.03662611541774708,0.19845921593427648
HSIC,0.03861160316421097,1.96,0.037418476767395445,0.0398047295610265,0.23605239732399153
HST,-0.015406389157709517,1.96,-0.016599515554525043,-0.01421326276089399,0.2971588001331851
HSY,0.09521527926140452,1.96,0.094022152864589,0.09640840565822005,0.18805537122956636
HUM,0.12273425435203003,1.96,0.1215411279552145,0.12392738074884556,0.28500604346565
IBM,-0.00381031458318428,1.96,-0.0050034409799998075,-0.0026171881863687524,0.2070014861433145
ICE,0.12273069842312827,1.96,0.12153757202631274,0.1239238248199438,0.18967250431292162
IDXX,0.23081634602809872,1.96,0.2296232196312832,0.23200947242491424,0.2735627989096265
IEX,0.12390615148037107,1.96,0.12271302508355554,0.12509927787718658,0.19628631324807594
IFF,-0.016856858209313392,1.96,-0.01804998460612892,-0.015663731812497864,0.2591612894136252
ILMN,0.01477773021993447,1.96,0.013584603823118942,0.015970856616749997,0.3669409363228967
INCY,-0.020091417047118365,1.96,-0.021284543443933893,-0.018898290650302838,0.34849797703151797
INTC,0.011808131500890391,1.96,0.010615005104074864,0.013001257897705919,0.29422897398011133
INTU,0.21715791955513833,1.96,0.21596479315832282,0.21835104595195384,0.26226172443377627
IP,-0.019901307727488278,1.96,-0.021094434124303806,-0.01870818133067275,0.2563573894655498
IPG,0.05435516594193855,1.96,0.053162039545123024,0.05554829233875408,0.2712579065294214
IPGP,0.02298841213472071,1.96,0.021795285737905182,0.024181538531536238,0.35868507990275933
IR,-0.004238505513469577,1.96,-0.005431631910285104,-0.0030453791166540492,0.48083208865181615
IRM,0.08056591945811302,1.96,0.07937279306129749,0.08175904585492855,0.2550093186887679
ISRG,0.2156784636380835,1.96,0.21448533724126798,0.216871590034899,0.2727890079442772
IT,0.18098020451816857,1.96,0.17978707812135306,0.18217333091498408,0.2530673914816486
ITW,0.1117181883007465,1.96,0.11052506190393097,0.11291131469756202,0.1969260917001351
IVZ,-0.09308017453903489,1.96,-0.09427330093585042,-0.09188704814221936,0.3246826917268349
JBHT,0.0996719805680777,1.96,0.09847885417126218,0.10086510696489323,0.2343414543106731
JCI,0.044793019874396295,1.96,0.04359989347758077,0.04598614627121182,0.24477983353846317
JKHY,0.11141726648357916,1.96,0.11022414008676364,0.11261039288039469,0.1941615517554034
JNJ,0.05375615545070021,1.96,0.052563029053884686,0.05494928184751574,0.15371384291788917
JNPR,0.028869720821886855,1.96,0.027676594425071328,0.030062847218702383,0.2534194083700427
JPM,0.1142912878822122,1.96,0.11309816148539667,0.11548441427902773,0.23422556675627387
K,-0.00480288189420412,1.96,-0.005996008291019647,-0.003609755497388592,0.19299367192750694
KEY,0.013048892941867816,1.96,0.011855766545052288,0.014242019338683343,0.34090555524958693
KIM,-0.020805829840756525,1.96,-0.021998956237572052,-0.019612703443940997,0.29234839061224155
KLAC,0.24986332474509632,1.96,0.2486701983482808,0.25105645114191183,0.32668228967834334
KMB,0.018512937365447416,1.96,0.017319810968631888,0.019706063762262943,0.1703919401136314
KMI,-0.05508824928589619,1.96,-0.056281375682711715,-0.05389512288908066,0.2718732834024274
KMX,0.05290515513599368,1.96,0.05171202873917815,0.054098281532809205,0.3445851234097096
KO,0.04796533166049748,1.96,0.046772205263681955,0.04915845805731301,0.15573650745183146
KR,0.06207910860073183,1.96,0.060885982203916306,0.06327223499754736,0.25382024401507786
L,0.053338338489406424,1.96,0.0521452120925909,0.05453146488622195,0.21416994554693888
LDOS,0.12047810926111588,1.96,0.11928498286430035,0.1216712356579314,0.265523896561898
LEG,-0.06504302819735142,1.96,-0.06623615459416694,-0.06384990180053589,0.30593335639078173
LEN,0.12639707195490213,1.96,0.12520394555808662,0.12759019835171764,0.31333232322662447
LH,0.08714074866015623,1.96,0.0859476222633407,0.08833387505697175,0.2320615801764991
LKQ,0.06166219131791721,1.96,0.060469064921101684,0.06285531771473274,0.298579919124498
LLY,0.24139382715963423,1.96,0.24020070076281871,0.24258695355644974,0.24322833158681412
LMT,0.10027465535360114,1.96,0.09908152895678561,0.10146778175041667,0.1918254142832224
LNC,-0.055129288551517906,1.96,-0.056322414948333434,-0.05393616215470238,0.4065660343157115
LNT,0.06854908071431176,1.96,0.06735595431749623,0.06974220711112729,0.18210150074459405
LOW,0.1572096068867759,1.96,0.1560164804899604,0.15840273328359142,0.2488255694788995
LRCX,0.2691433740888649,1.96,0.2679502476920494,0.2703365004856804,0.34575909920153247
LUV,-0.013826432092529648,1.96,-0.015019558489345176,-0.012633305695714121,0.3174931833869544
LVS,-0.03051158671069984,1.96,-0.03170471310751537,-0.029318460313884312,0.3483684564900993
LYB,0.0022351395201864036,1.96,0.0010420131233708763,0.0034282659170019308,0.30695428824599597
LYV,0.16331550075921056,1.96,0.16212237436239504,0.16450862715602607,0.34204967793823066
MA,0.1874642498827952,1.96,0.18627112348597968,0.1886573762796107,1.0077792026946695
MAA,0.0827888279321281,1.96,0.08159570153531258,0.08398195432894363,0.20192556716964244
MAR,0.12167142357510086,1.96,0.12047829717828533,0.12286454997191638,0.3043712254870014
MAS,0.10646817206989308,1.96,0.10527504567307755,0.1076612984667086,0.2549628061254667
MCD,0.11662017424254968,1.96,0.11542704784573415,0.11781330063936521,0.1722745713886088
MCHP,0.14128713826080203,1.96,0.1400940118639865,0.14248026465761754,0.31203619913029695
MCK,0.09616043313979677,1.96,0.09496730674298125,0.0973535595366123,0.2591040024159464
MCO,0.16809823931135232,1.96,0.1669051129145368,0.16929136570816783,0.2303417462391915
MDLZ,0.06874819234850656,1.96,0.06755506595169103,0.06994131874532208,0.17853673193046307
MDT,0.029537912308617485,1.96,0.028344785911801958,0.030731038705433013,0.20094612412130677
MET,0.03500894009482643,1.96,0.0338158136980109,0.036202066491641954,0.2735615267278509
MGM,0.06188811630234232,1.96,0.06069498990552679,0.06308124269915784,0.4055225608246537
MHK,-0.0508825743909048,1.96,-0.05207570078772033,-0.049689447994089274,0.35157140631934775
MKC,0.08984229839541558,1.96,0.08864917199860005,0.0910354247922311,0.19538856535664484
MKTX,0.14569830134621548,1.96,0.14450517494939996,0.146891427743031,0.2836421188785465
MLM,0.13575577667476427,1.96,0.13456265027794875,0.13694890307157978,0.27928913310860676
MMC,0.14638969522070042,1.96,0.1451965688238849,0.14758282161751593,0.16681243066447396
MMM,-0.0291650691911716,1.96,-0.03035819558798713,-0.027971942794356074,0.21230589469777073
MNST,0.12564435861553183,1.96,0.1244512322187163,0.12683748501234735,0.24967446007234792
MO,-0.020035814369276685,1.96,-0.021228940766092212,-0.018842687972461157,0.20293668400558246
MOS,-0.006164479132589217,1.96,-0.007357605529404745,-0.0049713527357736894,0.3872602239965169
MPC,0.11433645028496976,1.96,0.11314332388815423,0.11552957668178529,0.35129061429284203
MPWR,0.2928107510741139,1.96,0.2916176246772984,0.29400387747092943,0.3617299385897317
MRK,0.07463204440803019,1.96,0.07343891801121466,0.07582517080484572,0.18908064866151153
MS,0.1250488589855933,1.96,0.12385573258877776,0.1262419853824088,0.2737001469317735
MSCI,0.27607016020848274,1.96,0.2748770338116672,0.27726328660529825,0.256123041139449
MSFT,0.2471358046522564,1.96,0.2459426782554409,0.24832893104907192,0.21543306801364642
MSI,0.18765038532197112,1.96,0.1864572589251556,0.18884351171878663,0.2131442478179527
MTB,0.020009858223325936,1.96,0.01881673182651041,0.021202984620141464,0.27719285171441244
MTD,0.17965439505426978,1.96,0.17846126865745426,0.1808475214510853,0.23967376509430008
MU,0.15913226678755288,1.96,0.15793914039073736,0.1603253931843684,0.406491078425984
NCLH,-0.11929748412450913,1.96,-0.12049061052132466,-0.1181043577276936,0.5264149665666559
NDAQ,0.1593746183009004,1.96,0.1581814919040849,0.16056774469771593,0.20281556145443128
NEE,0.1316418922745562,1.96,0.13044876587774068,0.1328350186713717,0.2067570515210919
NEM,0.08173376572754493,1.96,0.0805406393307294,0.08292689212436045,0.3204362608688634
NFLX,0.21761326318278326,1.96,0.21642013678596775,0.21880638957959878,0.36211678393357705
NI,-0.00668247942482345,1.96,-0.007875605821638976,-0.005489353028007922,0.35335391190522797
NKE,0.1019646450782109,1.96,0.10077151868139538,0.10315777147502643,0.2572056750514665
NOC,0.12444300684341841,1.96,0.12324988044660289,0.12563613324023393,0.2059020904785857
NOW,0.27958419507760396,1.96,0.27839106868078844,0.2807773214744195,0.3537442338500655
NRG,0.10701442851311381,1.96,0.10582130211629828,0.10820755490992934,0.3378409944792179
NSC,0.11534849594538074,1.96,0.11415536954856521,0.11654162234219627,0.24448161713483751
NTAP,0.10969043072887248,1.96,0.10849730433205695,0.11088355712568801,0.29556860847223265
NTRS,0.03035166540289828,1.96,0.029158539006082753,0.031544791799713805,0.25691568120955405
NUE,0.12858679933530182,1.96,0.1273936729384863,0.12977992573211733,0.30732759926812175
NVDA,0.5032547203526204,1.96,0.5020615939558049,0.504447846749436,0.3885525482321086
NVR,0.1825671112233236,1.96,0.1813739848265081,0.18376023762013913,0.26179552073430784
NWL,-0.15383848738394515,1.96,-0.15503161378076066,-0.15264536098712964,0.3770882935510725
NWS,0.053441824358185744,1.96,0.052248697961370216,0.05463495075500127,0.2641206505902283
NWSA,0.05086250567358384,1.96,0.04966937927676831,0.052055632070399364,0.263671969126668
NXPI,0.12031474736725879,1.96,0.11912162097044326,0.12150787376407432,0.34523253517960245
O,0.024746361471280624,1.96,0.023553235074465096,0.02593948786809615,0.2237412420348805
ODFL,0.25750382632796354,1.96,0.256310699931148,0.25869695272477905,0.2688014907660521
OKE,0.04149600409185934,1.96,0.040302877695043815,0.04268913048867487,0.3922658032636061
OMC,0.011205455748486092,1.96,0.010012329351670565,0.01239858214530162,0.23581632203854513
ORCL,0.11995374774632897,1.96,0.11876062134951344,0.1211468741431445,0.22347305956890107
ORLY,0.18473991743791063,1.96,0.18354679104109511,0.18593304383472614,0.22582257856324603
OXY,-0.06451781637033359,1.96,-0.06571094276714912,-0.06332468997351806,0.41835833351258944
PAYX,0.11438831080167262,1.96,0.1131951844048571,0.11558143719848815,0.19990711573087752
PCAR,0.08673189275138465,1.96,0.08553876635456913,0.08792501914820018,0.2275778490409264
PEG,0.062362214882797154,1.96,0.061169088485981626,0.06355534127961268,0.19036369792548027
PENN,0.08801386266047415,1.96,0.08682073626365862,0.08920698905728967,0.5419996274081255
PEP,0.0722929700621258,1.96,0.07109984366531027,0.07348609645894133,0.14717708057935014
PFE,0.013603947743937323,1.96,0.012410821347121796,0.01479707414075285,0.20264167390138885
PFG,0.04897446985175069,1.96,0.04778134345493516,0.05016759624856622,0.28555892282890133
PG,0.08194557222678903,1.96,0.0807524458299735,0.08313869862360455,0.15457777983780993
PGR,0.2075277683396212,1.96,0.20633464194280568,0.2087208947364367,0.19940160503093654
PH,0.14970820187447995,1.96,0.14851507547766443,0.15090132827129546,0.27087901833986683
PHM,0.16680885666196102,1.96,0.1656157302651455,0.16800198305877653,0.3144993038162497
PKG,0.09756133567774197,1.96,0.09636820928092645,0.0987544620745575,0.24542907105068693
PLD,0.13262927048013823,1.96,0.13143614408332271,0.13382239687695374,0.22019969515530582
PM,0.012633036569769322,1.96,0.011439910172953795,0.01382616296658485,0.20206014656805865
PNC,0.06667440920516304,1.96,0.06548128280834752,0.06786753560197857,0.250109507277337
