Date,NAV,Cash,SharesValue,OptionMTM,BlockA_Value,CumPremium,CumDividends,CumCosts,Delta,Gamma,Vega,DailyReturn,SPY_NAV,SPY_Return,ExcessReturn
2024-01-17,5.997171632098309e8,3.032956024074187e8,0.0,-3.583355034140519e6,3.000049158365526e8,3.281154122576025e6,459629.64721,373935.4157224473,5.729761118197049e6,-414397.0882138901,-1.9812987126471743e7,-0.0024073850491070914,5.995430376661456e8,-0.005574118825663277,0.0031667337765561854
2024-01-18,6.011520751039529e8,3.030840743954391e8,0.0,-3.024237003585307e6,3.010922377120991e8,3.052347355072688e6,507887.8912100001,388732.06011222175,5.557114813004074e6,-395726.41382174304,-1.7397738011188153e7,0.0023897898809472906,6.048746618732796e8,0.008853504951879643,-0.006463715070932352
2024-01-19,6.0468647029827e8,2.9632428259845024e8,6.872352676391602e6,-2.704746292521212e6,3.0419458131594944e8,3.353464361746652e6,507887.8912100001,420233.79984364193,5.511794788225027e6,-437869.61768364545,-1.581343436303233e7,0.0058621534854168544,6.124151556990677e8,0.012389145405585111,-0.006526991920168257
2024-01-22,6.045197380302418e8,2.972951579289629e8,6.875616868972778e6,-3.6239624104875047e6,3.0397292564279366e8,4.416406595853266e6,507887.8912100001,510341.96693734446,5.755847693066245e6,-467366.0962486046,-2.083492462648945e7,-0.0002757714406982359,6.137100212542466e8,0.0021121269848976,-0.0023878984255958358
2024-01-23,6.077904734386514e8,2.9720263923325837e8,7.046473686218262e6,-3.052770666241397e6,3.065941311854162e8,4.375264518261133e6,507887.8912100001,545406.147674346,5.545036548677857e6,-490580.38954098406,-1.9020312416716576e7,0.005395885167413184,6.154998797154138e8,0.0029122116975059953,0.0024836734699071883
2024-01-24,6.088023451094438e8,2.9695565247767574e8,6.925676862716675e6,-2.728666996442925e6,3.0764968276549435e8,4.1519837835505577e6,507887.8912100001,552711.4732314125,5.582894773416551e6,-428929.530535099,-1.7082583497467477e7,0.0016634520419529508,6.161726794403868e8,0.0010924978183375345,0.0005709542236154164
2024-01-25,6.114074060788283e8,2.960450737118179e8,7.016003368377686e6,-2.436922411570313e6,3.10783251410203e8,3.361192555510326e6,507887.8912100001,656071.0112603438,5.514789120242647e6,-452196.5546942902,-1.6864336481529467e7,0.004269864135647339,6.195240144405019e8,0.005424216530894199,-0.0011543523952468604
2024-01-26,6.116250733546293e8,2.8939428876899576e8,1.3864008153533936e7,-2.6020236020457656e6,3.1096880003414536e8,3.7111293676376673e6,507887.8912100001,677795.0748125636,5.551294694822554e6,-505691.4123978383,-1.7639997451874945e7,0.00035594684811712796,6.187369642075945e8,-0.0012712188342653974,0.0016271656823825253
2024-01-29,6.141185266780674e8,2.902487535630385e8,1.390083031539917e7,-2.7398692373757153e6,3.127088120370054e8,4.537763727704348e6,605361.84121,730934.4221904341,5.494909608998113e6,-466841.50615541067,-1.877669336101918e7,0.004068480166299793,6.236369533303745e8,0.0078881477809567,-0.0038196676146569075
2024-01-30,6.137585133248187e8,2.9044576342099464e8,1.4023970252609253e7,-3.1224905384128215e6,3.1241127018962765e8,4.6930478800825775e6,677274.00121,748199.324305356,5.532720309551547e6,-428661.90856315184,-1.9862899689375445e7,-0.0005863996993795695,6.231545843512532e8,-0.000773776511326929,0.00018737681194735956
2024-01-31,6.075161697595451e8,2.8995321478285646e8,1.3907538858032227e7,-4.190627328344159e6,3.078460434470005e8,4.2377970592639595e6,677274.00121,768935.4039637968,5.760676696361258e6,-594853.4513525547,-2.117500853437944e7,-0.010222758261573262,6.129863685408566e8,-0.016451918584923675,0.006229160323350413
2024-02-01,6.126959131869115e8,2.901544739872232e8,1.408263532447815e7,-3.337924928275692e6,3.117967288034859e8,4.497775483361713e6,677274.00121,811261.3302248918,5.533109568170555e6,-463973.31262436823,-2.0728828257105038e7,0.008489957790857261,6.210092710436493e8,0.013003312640513798,-0.004513354849656537
2024-02-02,6.164564323294997e8,2.904742960414627e8,1.4056772275543213e7,-3.3877958686364098e6,3.153131598811302e8,4.845027988542799e6,677274.00121,822158.7168423835,5.729287930292264e6,-582705.853616261,-2.1823197044255942e7,0.0061189011914031255,6.275468772454115e8,0.010472361950377262,-0.004353460758974137
2024-02-05,6.122751980838991e8,2.902777386797969e8,1.3816114249420166e7,-3.9266584761143695e6,3.1210800363079643e8,4.730456480224744e6,677274.00121,887510.03154004,6.037133218599283e6,-549139.9685770421,-2.103867981738581e7,-0.006805799218113862,6.2526182738884e8,-0.0036478871547807046,-0.003157912063333157
2024-02-06,6.122693409606395e8,2.9012959420063406e8,1.3959848434066772e7,-3.7825919587598294e6,3.119624902846985e8,4.631272091896358e6,677274.00121,919948.4106800215,5.739778237128285e6,-443296.4303703692,-2.0776014711824253e7,-9.56620698389088e-6,6.270771321931572e8,0.0028990650843105925,-0.0029086312912944834
2024-02-07,6.138795957873797e8,2.8975781566149855e8,1.3821391343307495e7,-2.8325896224051043e6,3.1313297840497875e8,4.284546159018575e6,677274.00121,928479.4632928015,5.643689512796326e6,-389254.7742705801,-1.8358108379550926e7,0.002626525545462499,6.323072092149901e8,0.008305815654402693,-0.005679290108940194
2024-02-08,6.122958708832122e8,2.8937514875016564e8,1.3676429619598389e7,-2.6296476054264503e6,3.1187394011887455e8,3.860601504802233e6,756384.62121,949747.3354436255,5.475832167586854e6,-340163.1502946494,-1.7715928847773947e7,-0.0025831960072366655,6.325864838235095e8,0.0004415779991546742,-0.0030247740063913398
2024-02-09,6.129944010936666e8,2.8966133474633896e8,1.3497535680770874e7,-2.8267608847041903e6,3.1266229155126095e8,4.1893922914119475e6,772059.5012099999,992483.755502367,5.609419695277648e6,-387352.3962316889,-1.7294097191169336e7,0.0011401874349381558,6.362425397752941e8,0.005762897919606047,-0.004622710484667891
2024-02-12,6.142052484080354e8,2.9056746559419066e8,1.3644356958389282e7,-3.487023339965744e6,3.134804491954212e8,5.160715104284393e6,830436.3812099999,1.1147587817634263e6,5.756323439125491e6,-468911.97014257,-2.32907830798429e7,0.00197335080366301,6.359632254688915e8,-0.00043910241333833255,0.0024124532170013424
2024-02-13,6.094251456238332e8,2.903555659279275e8,1.3567015404510498e7,-4.357085152190184e6,3.098596494435854e8,4.905924389522448e6,900239.3812099999,1.1250969408473063e6,5.957532821011628e6,-526554.2240489582,-2.3778984616570633e7,-0.007813024461661655,6.27204086023725e8,-0.013868756357425127,0.006055731895763472
2024-02-14,6.11339291624463e8,2.901778894452955e8,1.3508333485794067e7,-4.800453146675444e6,3.124535218400488e8,4.7300797981503885e6,924924.1312099999,1.135168776590378e6,5.898327084965418e6,-517545.29894263187,-2.2389477137345254e7,0.0031359818666523154,6.329038683999292e8,0.009046560223314515,-0.0059105783566621994
2024-02-15,6.138178794186314e8,2.902659712548697e8,1.35903747631073e7,-4.652276292350192e6,3.146138096930046e8,4.844135826456916e6,1.0069907562099999e6,1.2267131632471657e6,5.909743003241932e6,-558137.528592689,-2.2350325675289627e7,0.00404616033640437,6.372707546488205e8,0.006876067865441371,-0.0028299075290370013
2024-02-16,6.124441352531486e8,2.903832060246049e8,1.3728993334579468e7,-4.991822229556703e6,3.1332375812352085e8,4.844135826456916e6,1.1410612662099998e6,1.226985563908566e6,5.930298955401627e6,-638580.0196341281,-2.167787653123487e7,-0.0022405403147658376,6.340971470719237e8,-0.004992440290969569,0.002751899976203731
2024-02-20,6.113442332802615e8,2.906120331672958e8,1.391106817703247e7,-5.276610889268698e6,3.12097742825202e8,5.136832517116304e6,1.1410612662099998e6,1.2822933415607691e6,6.006198296968133e6,-900001.3160613446,-2.0457472598981857e7,-0.0017975367266593878,6.306061549186074e8,-0.005520664039188716,0.0037231273125293285
2024-02-21,6.125636378865383e8,2.9106956210950094e8,1.3962624563598633e7,-5.5255573836806305e6,3.1305700859711933e8,5.637497521354089e6,1.1585087662099998e6,1.3263803131714219e6,6.0366166603174275e6,-678551.5678916655,-2.1735146905795287e7,0.001992641829481556,6.311774868540459e8,0.0009055942010469664,0.0010870476284345898
2024-02-22,6.210659035347322e8,2.915102348085899e8,1.3950563092803955e7,-4.006005697989144e6,3.1961111133132744e8,6.123251376647016e6,1.1585087662099998e6,1.3549319743848536e6,5.866733341303792e6,-574219.4728462632,-2.121927838138546e7,0.013784365545213006,6.442399165391703e8,0.020484096257181506,-0.006699730711968499
2024-02-23,6.205881565861434e8,2.915617092632183e8,1.4005640536880493e7,-4.104327313887162e6,3.191251340999317e8,6.209105614706753e6,1.1585087662099998e6,1.3725528366097151e6,5.82027561552974e6,-627379.6648721568,-2.0808085205204826e7,-0.0007695331373014369,6.446842549461577e8,0.0006894717849519338,-0.0014590049222533708
2024-02-26,6.178548655679142e8,2.918049811481855e8,1.388494115409851e7,-4.858197054747084e6,3.1702314032037735e8,6.602344171367928e6,1.1585087662099998e6,1.5057734786816735e6,5.987962781751476e6,-458042.5969993572,-2.2383854075136486e7,-0.004414083502133792,6.423231042474352e8,-0.003669214990726033,-0.0007448685114077591
2024-02-27,6.197730449734069e8,2.917896695800002e8,1.3780889099121094e7,-4.0556251497746734e6,3.182581114440603e8,6.608007307672175e6,1.1585087662099998e6,1.5100759090209417e6,5.865248743402681e6,-664695.0379876494,-2.1025412749874618e7,0.003099770011758096,6.435163432215466e8,0.0018559693731283744,0.0012438006386297218
2024-02-28,6.191752935549916e8,2.9167911668219334e8,1.3808762195205688e7,-3.8805756119028484e6,3.1756799028949547e8,6.525842427789066e6,1.1585087662099998e6,1.5217398923978307e6,5.723742627099196e6,-444703.60473564954,-1.9286415645327248e7,-0.0009649336396151398,6.426658954691217e8,-0.0013224375998710514,0.0003575039602559116
2024-02-29,6.22693698227482e8,2.9196122706126475e8,1.3761052703475952e7,-3.697581998570059e6,3.2066900046131134e8,6.850988032317311e6,1.2155476162099997e6,1.605106063107954e6,5.726795481870141e6,-440639.1882122919,-1.8155160264551364e7,0.005666320859297969,6.449762328773105e8,0.0035884813591451348,0.002077839500152834
2024-03-01,6.257892332157843e8,2.8038535468201786e8,2.535113429222107e7,-3.0130837175095393e6,3.2306582795905495e8,7.0441337935498245e6,1.2972297562099998e6,1.6190504977621709e6,5.723590617772076e6,-406683.20871729235,-1.6923353388678767e7,0.004958884504937089,6.510313907041848e8,0.009344392389092349,-0.00438550788415526
2024-03-04,6.258846057408639e8,2.821390170090392e8,2.5139003439331055e7,-4.824227305938795e6,3.2343081259843254e8,8.942720326025462e6,1.2972297562099998e6,1.7505138270819446e6,5.8422091264042e6,-517418.6697553564,-2.181531633002793e7,0.00015239197671945703,6.503332240318282e8,-0.0010729763687038485,0.0012253683454233055
2024-03-05,6.22548677765214e8,2.8147066275658154e8,2.4847210320281982e7,-5.084871136822901e6,3.213156758251734e8,8.3325231630434e6,1.29822687621e6,1.7927790868788748e6,5.9120306410300415e6,-470035.4157839256,-2.1833523936296586e7,-0.005344195736121549,6.438336881000831e8,-0.01004443942429134,0.004700243688169792
2024-03-06,6.255120823054981e8,2.8148787235113996e8,2.4905465127182007e7,-4.368403973079629e6,3.234871488002558e8,8.369175821519368e6,1.29822687621e6,1.7954232182218886e6,5.746515432560346e6,-507664.39495986915,-2.029016301483116e7,0.004748823461401486,6.470961792375306e8,0.005054493146076311,-0.00030566968467482525
2024-03-07,6.285570391041728e8,2.820839034473453e8,2.4824865845108032e7,-4.21609037039221e6,3.2586436018211174e8,8.936691266046602e6,1.4198582262099998e6,1.871660019084853e6,5.873682686817653e6,-544922.8106968403,-2.0525363231968872e7,0.004856132298517224,6.535195349313583e8,0.009877487790127759,-0.005021355491610535
2024-03-08,6.272689197225934e8,2.8235555456969833e8,2.513159995956421e7,-4.838510411968168e6,3.24620275605299e8,9.250232056710191e6,1.4198582262099998e6,1.901072977329118e6,5.867420384738218e6,-551152.1525929704,-2.046528859962134e7,-0.0020514304936369854,6.495970267873375e8,-0.00602021354987059,0.003968783056233605
2024-03-11,6.27414628399357e8,2.830239198599801e8,2.543616693382263e7,-5.469074046393808e6,3.24423615651948e8,9.926369443701642e6,1.4880046962099997e6,1.960065239855981e6,5.795883815406007e6,-591982.9260750322,-2.0501438691654127e7,0.00023226362955952595,6.490383981745325e8,-0.0008603317551987288,0.0010925953847582548
2024-03-12,6.321401785795076e8,2.829983033388376e8,2.5493343632507324e7,-4.151461301522553e6,3.2779999290968513e8,9.92495972205502e6,1.5659772862099998e6,2.0453143933473271e6,5.710220227150567e6,-495414.140582887,-2.190152584045976e7,0.007503559711725671,6.560203824811653e8,0.01069997922497734,-0.0031964195132516693
2024-03-13,6.309348097267989e8,2.8319698722758186e8,2.544015012321472e7,-4.595443262271891e6,3.268931156382742e8,1.015957071855081e7,1.5659772862099998e6,2.0641837502483495e6,5.728851512049725e6,-478803.67978535854,-2.2144406323842358e7,-0.0019086265341066166,6.549920882118723e8,-0.0015687028203785758,-0.00033992371372804087
2024-03-14,6.279710172372198e8,2.836318093655368e8,2.5405721337509155e7,-5.6367465492812265e6,3.245702330834551e8,1.0386300835977828e7,1.8425251562099995e6,2.115614374695906e6,5.995824272204402e6,-532135.8553504237,-2.4008809407507148e7,-0.0047085300612117464,6.5369730205246e8,-0.00197875308154849,-0.0027297769796632565
2024-03-15,6.269543620261841e8,2.836143574310108e8,2.553691666908264e7,-5.718324694261068e6,3.235214126203518e8,1.0386300835977828e7,1.8425251562099995e6,2.116121059550451e6,5.990780881251793e6,-520085.8159047486,-2.365782763828085e7,-0.0016202643603335787,6.492085829999372e8,-0.006890346974717687,0.005270082614384108
2024-03-18,6.317777429433771e8,2.839350310372343e8,2.5794597031784058e7,-4.633996300065379e6,3.266821111744242e8,1.0826114182301069e7,1.8425251562099995e6,2.2183429835319747e6,5.78139063815596e6,-508935.32576693455,-2.2489794731333565e7,0.007663909590881701,6.53066899666776e8,0.005925517308039474,0.0017383922828422271
2024-03-19,6.324961526572058e8,2.828266038908595e8,2.601780408554077e7,-3.684589918411896e6,3.273363345992174e8,9.804726754069049e6,1.8425251562099995e6,2.288334730833382e6,5.679431877966812e6,-492547.99242125783,-2.0416418183409035e7,0.0011364780901566007,6.566961595473806e8,0.00554187132345163,-0.00440539323329503
2024-03-20,6.355409480154722e8,2.829625872071799e8,2.626941280555725e7,-2.9868748240500693e6,3.292958228267851e8,9.756218613197772e6,2.0554872562099996e6,2.2997380171415606e6,5.57305305165755e6,-531508.1696667292,-1.7795739722525664e7,0.0048023850539813395,6.627700944730225e8,0.009206719476402725,-0.004404334422421385
2024-03-21,6.346223592570714e8,2.832478049957143e8,2.5614131870269775e7,-3.228439140246668e6,3.289888615313339e8,1.0118750884324927e7,2.0554872562099996e6,2.3599029820892927e6,5.620308099636509e6,-530818.4161082177,-1.788481607677485e7,-0.001446410730480352,6.649603060865588e8,0.0032991842308440766,-0.004745594961324429
2024-03-22,6.351949714484426e8,2.770659845492699e8,3.1982041664886475e7,-3.017471923813917e6,3.291644171581001e8,1.0271226465987038e7,2.2529670562099996e6,2.3707091798666683e6,5.669472239649023e6,-517027.07412824087,-1.774591635904355e7,0.000901881264869786,6.636997395024902e8,-0.001897501119984213,0.002799382384853999
2024-03-25,6.348500554176278e8,2.7836235872221625e8,3.188870577545166e7,-4.3099327517987015e6,3.2890892367175865e8,1.1716133851166463e7,2.2529670562099996e6,2.5104883103302578e6,5.856633567695939e6,-591515.5109543536,-2.359017019344178e7,-0.0005431556078683286,6.618660148803545e8,-0.002766706647008732,0.0022235510391404034
2024-03-26,6.329105345757345e8,2.783445998981176e8,3.164865920639038e7,-4.498643199789137e6,3.2741591867101574e8,1.1716133851166463e7,2.2529670562099996e6,2.511116259917686e6,5.971424407261887e6,-573049.5341332393,-2.299695570537702e7,-0.003059761236269054,6.606435582641861e8,-0.0018486928021594906,-0.0012110684341095634
2024-03-27,6.369382213159205e8,2.7850721427327883e8,3.2301879865646362e7,-4.198013721679684e6,3.3032714089867496e8,1.187880385682715e7,2.2968767812099997e6,2.5380030771826846e6,5.727663439018363e6,-535976.829044108,-2.1952447041530993e7,0.006343590491464823,6.661955057232437e8,0.008368731389616357,-0.002025140898151534
2024-03-28,6.374023628735647e8,2.786660903929819e8,3.2212491039657593e7,-4.32434538922922e6,3.308481268301544e8,1.211517320270548e7,2.2968767812099997e6,2.59830908151273e6,5.8064932492649695e6,-561592.1807702745,-2.1535809568572078e7,0.0007284419627318073,6.660681549138436e8,-0.0001911795893718704,0.0009196215521036777
2024-04-01,6.379214981034249e8,2.7209110881815684e8,3.886715019378662e7,-3.8562485122497436e6,3.3081948760373116e8,1.2573915310039423e7,2.2968767812099997e6,2.6770845172103182e6,5.823584028374229e6,-562168.827124371,-2.162382582621833e7,0.0008141230230513941,6.649094134002587e8,-0.0017411890837522037,0.0025553121068035978
2024-04-02,6.365573321390076e8,2.7224458163921535e8,3.881906684265137e7,-4.243743378541869e6,3.297374270356827e8,1.2708245092620907e7,2.351787416676e6,2.6956383594885706e6,5.928947190921777e6,-631683.526592254,-2.1724309260169923e7,-0.002140744048499954,6.606818667215027e8,-0.006378377822532144,0.00423763377403219
2024-04-03,6.360983396432184e8,2.7205670941674834e8,3.851898557319641e7,-3.8973920952481306e6,3.294200367485218e8,1.2491885694605922e7,2.417030626676e6,2.7152174500573813e6,6.068983602591006e6,-652211.806144282,-2.1730379940668445e7,-0.0007213145328606174,6.614075043290541e8,0.0010977135075798117,-0.001819028040440429
2024-04-04,6.313681431598781e8,2.7250261098365706e8,3.850261361999512e7,-5.851255023392577e6,3.2621417357961845e8,1.2985585600174787e7,2.417030626676e6,2.7458512303461535e6,6.290270143171539e6,-639602.9069815344,-2.362189593387054e7,-0.007464052909103458,6.533343046082096e8,-0.012281196410750539,0.004817143501647081
2024-04-05,6.352722614229681e8,2.729066484893238e8,3.838643776321411e7,-4.785506048155773e6,3.2876468121858597e8,1.3432598549319841e7,2.417030626676e6,2.7717897556756665e6,6.245389797797784e6,-595728.1461739617,-2.370537950625134e7,0.006164544589800869,6.60159641067619e8,0.010392735977038825,-0.004228191387237956
2024-04-08,6.361658904945621e8,2.7275718454796267e8,3.840395216369629e7,-4.106101263886939e6,3.291108550467901e8,1.3394752870424733e7,2.417030626676e6,2.86626575076991e6,6.003074157214795e6,-623709.462444493,-2.310458818037144e7,0.0014056982911796467,6.60528990173186e8,0.0005593280754609964,0.0008463702157186503
2024-04-09,6.379036153297083e8,2.732302278340249e8,3.875865648918152e7,-4.0163182385685192e6,3.2993104924507046e8,1.3501848351858515e7,2.829964025676e6,2.8960849639693676e6,5.928278765007463e6,-600466.9926873248,-2.2629872690379746e7,0.002727835341396201,6.612930950295868e8,0.00115613886326571,0.001571696478130491
2024-04-10,6.337060216562197e8,2.7321225914801466e8,3.8072858071517944e7,-4.594549629211809e6,3.270154540658989e8,1.3501848351858515e7,2.829964025676e6,2.896840377819993e6,6.354133905739752e6,-669774.7689318289,-2.2352218634362694e7,-0.006602040119975783,6.546713690132614e8,-0.010063770085345425,0.003461729965369642
2024-04-11,6.361484288112079e8,2.7346088672428936e8,3.831009677734375e7,-4.352674580651681e6,3.2873011989022636e8,1.3810651997917006e7,2.829964025676e6,2.939916443844826e6,6.455589718122176e6,-696425.7777096147,-2.0769832283369716e7,0.0038467560843500337,6.596121675600013e8,0.0075186543612133505,-0.003671898276863317
2024-04-12,6.295988868928123e8,2.5760974774155316e8,5.2422823638153076e7,-4.748982382804292e6,3.2431529789591026e8,1.3047327291702565e7,2.829964025676e6,2.9647548103827755e6,6.573741169722611e6,-569313.060233084,-1.9495282514263924e7,-0.010348985603226168,6.505074977392055e8,-0.013899213388913978,0.0035502277856878095
2024-04-15,6.246973838116777e8,2.5780375372705877e8,5.187918113441467e7,-5.859292694540669e6,3.208737416447449e8,1.3279922026081057e7,2.829964025676e6,2.9910871829426093e6,6.793093199492217e6,-735754.707565714,-1.8397658070112504e7,-0.007815582563068801,6.42357839895261e8,-0.012607292579112084,0.004791710016043282
2024-04-16,6.238289250256835e8,2.5639193445072514e8,5.19722428730011e7,-4.863386063947126e6,3.203281337659044e8,1.1944310043963064e7,2.829964025676e6,3.050437563626922e6,6.680833848351266e6,-659488.4787015688,-1.805833919897693e7,-0.0013911744108447976,6.411863156632762e8,-0.001825452676843753,0.00043427826599895525
2024-04-17,6.216054750275772e8,2.5273734180474177e8,5.430752766548157e7,-4.702206042819118e6,3.19262811600173e8,1.1349156117360469e7,2.829964025676e6,3.093195180863707e6,6.434269483598673e6,-662255.0045680412,-1.7130735951993607e7,-0.003570565194326747,6.373915950053711e8,-0.00593586322478501,0.0023652980304582627
2024-04-18,6.225124178279322e8,2.5196554720118165e8,5.458395861734009e7,-3.946592035691655e6,3.199095040451021e8,1.0595489807628416e7,2.8816070136760003e6,3.146192981619533e6,6.137256857521911e6,-825939.3636101332,-1.7515179247197688e7,0.0014579694837877355,6.360800563392358e8,-0.0020597853567565494,0.003517754840544285
2024-04-19,6.152951527734774e8,2.0799548272021267e8,9.523488536933899e7,-4.568912526584493e6,3.1663369721051025e8,9.159749935215428e6,2.8816070136760003e6,3.22902023400427e6,6.0927160269201e6,-491778.2979893247,-1.634496458419903e7,-0.011661500568745709,6.305281088801782e8,-0.00876669386688178,-0.002894806701863928
2024-04-22,6.195149770365746e8,2.0751272011496517e8,9.609305396438599e7,-3.4717879080148246e6,3.193809908652382e8,8.768368869894167e6,2.8816070136760003e6,3.3037985713953758e6,5.935456990498694e6,-515663.0530255496,-1.7869379474075835e7,0.006834800895234139,6.363347182601528e8,0.009166975173574343,-0.0023321742783402044
2024-04-23,6.257064151583968e8,2.0775370619464323e8,9.776139591438293e7,-3.425805412037023e6,3.2361711846140766e8,9.09853642440376e6,2.8816070136760003e6,3.3762629754179535e6,5.881731346842229e6,-396498.1067325894,-1.9588952498466864e7,0.009944398937744126,6.438858511186466e8,0.011796749105503324,-0.001852350167759198
2024-04-24,6.262644688292441e8,2.076629166702764e8,9.812383154838562e7,-3.697016951473424e6,3.241747375620556e8,9.048694737051044e6,2.8816070136760003e6,3.4003266710706553e6,5.9772987506142575e6,-366882.3566100412,-2.0763878634788316e7,0.00089148032904518,6.435802568135462e8,-0.00047472210562560235,0.0013662024346707824
2024-04-25,6.202703710020493e8,2.0430460615903908e8,9.832114467733765e7,-3.6681846180072976e6,3.2131280478367996e8,8.767985012710085e6,2.8816070136760003e6,3.4610668723027543e6,6.051554278455582e6,-430245.5973376948,-2.2298771890256193e7,-0.009617290806865242,6.411353832790928e8,-0.0038060974889724264,-0.0058111933178928155
2024-04-26,6.247187337119037e8,2.0147584359305736e8,1.0284948693954468e8,-3.552196202206251e6,3.239455993815079e8,8.973680218540551e6,2.8816070136760003e6,3.479064353660734e6,6.114546108601403e6,-385618.81954323634,-2.159245913355183e7,0.007146057139056694,6.472094372983843e8,0.009429306388799574,-0.0022832492497428802
2024-04-29,6.272209923825914e8,2.0198904158604714e8,1.0265409043583679e8,-3.4646682511404604e6,3.260425286118479e8,9.412115356473481e6,3.050993123676e6,3.5587091874093055e6,5.930730950533652e6,-349415.2719260191,-1.960651422750658e7,0.003997416090516737,6.495014739824042e8,0.003535158146831918,0.00046225794368481843
2024-04-30,6.211806449299029e8,2.001702264735562e8,1.0357362798962402e8,-4.581622686166543e6,3.2201841315288925e8,9.412115356473481e6,3.050993123676e6,3.5607285079888417e6,6.160156865464643e6,-445867.7676030794,-1.979365608047487e7,-0.009677005234781433,6.392125766069901e8,-0.015968035717662588,0.006291030482881155
2024-05-01,6.18595594314601e8,2.0014530289013967e8,1.0203732235783386e8,-4.560833129441393e6,3.2097380219606876e8,9.413205503873982e6,3.050993123676e6,3.5699802214030367e6,6.210287879679406e6,-493341.6456120652,-1.811752999045063e7,-0.0041701950396415555,6.371369727823372e8,-0.0032524094286223715,-0.000917785611019184
2024-05-02,6.232114482517475e8,2.0010471545846593e8,1.03148062795578e8,-3.819228988559721e6,3.237778989862633e8,9.394427516195165e6,3.050993123676e6,3.5750974033291657e6,6.078287227284935e6,-444170.9837740561,-1.6861090739789836e7,0.007434126297095389,6.430963396169789e8,0.00930988097297103,-0.0018757546758756405
2024-05-03,6.281798013587947e8,1.999235277390772e8,1.0473295493333435e8,-3.1708318953562747e6,3.266941505817394e8,9.299874321984267e6,3.050993123676e6,3.6449151116494723e6,6.113310784384423e6,-480260.7465267612,-1.5193874892469214e7,0.00794056888956618,6.510677142673398e8,0.01231911122524565,-0.0043785423356794695
2024-05-06,6.332539270147753e8,2.009510191535795e8,1.0609014726911926e8,-3.5517499395615566e6,3.2976451053163815e8,1.0469557070939954e7,3.050993123676e6,3.7701555625741044e6,6.02928902722444e6,-360080.9468802952,-1.8622280137870822e7,0.008045056842085785,6.577912653541487e8,0.010274002522038472,-0.0022289456799526874
